       Time_s           01           02           03           04           05
   3.2700E-08   1.8000E+02   4.8182E+04   1.3363E+05   1.5680E+07   1.2997E+10
   3.2800E-08   1.8000E+02   4.8377E+04   1.3363E+05   1.5680E+07   1.2996E+10
   3.2900E-08   1.8000E+02   4.8573E+04   1.3363E+05   1.5680E+07   1.2995E+10
   3.3000E-08   1.8000E+02   4.8768E+04   1.3363E+05   1.5681E+07   1.2994E+10
   3.3100E-08   1.8000E+02   4.8963E+04   1.3362E+05   1.5680E+07   1.2993E+10
   3.3300E-08   1.8000E+02   4.9347E+04   1.3362E+05   1.5681E+07   1.2991E+10
   3.3500E-08   1.8000E+02   4.9730E+04   1.3362E+05   1.5682E+07   1.2989E+10
   3.3700E-08   1.8000E+02   5.0114E+04   1.3362E+05   1.5682E+07   1.2988E+10
   3.3900E-08   1.8000E+02   5.0498E+04   1.3362E+05   1.5683E+07   1.2986E+10
   3.4100E-08   1.8000E+02   5.0878E+04   1.3361E+05   1.5683E+07   1.2984E+10
   3.4300E-08   1.8000E+02   5.1254E+04   1.3361E+05   1.5683E+07   1.2982E+10
   3.4500E-08   1.8000E+02   5.1630E+04   1.3361E+05   1.5684E+07   1.2981E+10
   3.4700E-08   1.8000E+02   5.2005E+04   1.3361E+05   1.5685E+07   1.2979E+10
   3.4900E-08   1.8000E+02   5.2381E+04   1.3361E+05   1.5685E+07   1.2978E+10
   3.5100E-08   1.8000E+02   5.2751E+04   1.3360E+05   1.5685E+07   1.2976E+10
   3.5300E-08   1.8000E+02   5.3119E+04   1.3360E+05   1.5685E+07   1.2974E+10
   3.5500E-08   1.8000E+02   5.3487E+04   1.3360E+05   1.5686E+07   1.2973E+10
   3.5700E-08   1.8000E+02   5.3855E+04   1.3360E+05   1.5686E+07   1.2972E+10
   3.5900E-08   1.8000E+02   5.4221E+04   1.3359E+05   1.5686E+07   1.2970E+10
   3.6100E-08   1.8000E+02   5.4581E+04   1.3359E+05   1.5686E+07   1.2968E+10
   3.6300E-08   1.8000E+02   5.4941E+04   1.3359E+05   1.5687E+07   1.2967E+10
   3.6500E-08   1.8000E+02   5.5301E+04   1.3359E+05   1.5687E+07   1.2966E+10
   3.6700E-08   1.8000E+02   5.5661E+04   1.3359E+05   1.5688E+07   1.2965E+10
   3.6900E-08   1.8000E+02   5.6021E+04   1.3358E+05   1.5687E+07   1.2963E+10
   3.7100E-08   1.8000E+02   5.6373E+04   1.3358E+05   1.5687E+07   1.2962E+10
   3.7300E-08   1.8000E+02   5.6724E+04   1.3358E+05   1.5688E+07   1.2961E+10
   3.7500E-08   1.8000E+02   5.7076E+04   1.3358E+05   1.5688E+07   1.2960E+10
   3.7700E-08   1.8000E+02   5.7427E+04   1.3358E+05   1.5689E+07   1.2959E+10
   3.7900E-08   1.8000E+02   5.7778E+04   1.3358E+05   1.5689E+07   1.2958E+10
   3.8100E-08   1.8000E+02   5.8128E+04   1.3357E+05   1.5688E+07   1.2956E+10
   3.8300E-08   1.8000E+02   5.8470E+04   1.3357E+05   1.5689E+07   1.2955E+10
   3.8500E-08   1.8000E+02   5.8812E+04   1.3357E+05   1.5689E+07   1.2954E+10
   3.8700E-08   1.8000E+02   5.9154E+04   1.3357E+05   1.5690E+07   1.2953E+10
   3.8900E-08   1.8000E+02   5.9496E+04   1.3357E+05   1.5690E+07   1.2953E+10
   3.9100E-08   1.8000E+02   5.9838E+04   1.3357E+05   1.5691E+07   1.2952E+10
   3.9300E-08   1.8000E+02   6.0178E+04   1.3356E+05   1.5690E+07   1.2950E+10
   3.9500E-08   1.8000E+02   6.0511E+04   1.3356E+05   1.5690E+07   1.2949E+10
   3.9700E-08   1.8000E+02   6.0844E+04   1.3356E+05   1.5690E+07   1.2948E+10
   3.9900E-08   1.8000E+02   6.1176E+04   1.3356E+05   1.5691E+07   1.2948E+10
   4.0100E-08   1.8000E+02   6.1509E+04   1.3356E+05   1.5691E+07   1.2947E+10
   4.0300E-08   1.8000E+02   6.1841E+04   1.3356E+05   1.5691E+07   1.2946E+10
   4.0500E-08   1.8000E+02   6.2173E+04   1.3355E+05   1.5691E+07   1.2944E+10
   4.0800E-08   1.8000E+02   6.2659E+04   1.3355E+05   1.5691E+07   1.2943E+10
   4.1100E-08   1.8000E+02   6.3144E+04   1.3355E+05   1.5692E+07   1.2942E+10
   4.1400E-08   1.8000E+02   6.3629E+04   1.3355E+05   1.5692E+07   1.2941E+10
   4.1700E-08   1.8000E+02   6.4114E+04   1.3355E+05   1.5693E+07   1.2940E+10
   4.2000E-08   1.8000E+02   6.4587E+04   1.3354E+05   1.5692E+07   1.2938E+10
   4.2300E-08   1.8000E+02   6.5057E+04   1.3354E+05   1.5692E+07   1.2937E+10
   4.2600E-08   1.8000E+02   6.5526E+04   1.3354E+05   1.5693E+07   1.2936E+10
   4.2900E-08   1.8000E+02   6.5996E+04   1.3354E+05   1.5693E+07   1.2935E+10
   4.3200E-08   1.8000E+02   6.6466E+04   1.3354E+05   1.5694E+07   1.2935E+10
   4.3500E-08   1.8000E+02   6.6925E+04   1.3353E+05   1.5693E+07   1.2932E+10
   4.3800E-08   1.8000E+02   6.7377E+04   1.3353E+05   1.5693E+07   1.2932E+10
   4.4200E-08   1.8000E+02   6.7981E+04   1.3353E+05   1.5694E+07   1.2931E+10
   4.4600E-08   1.8000E+02   6.8585E+04   1.3353E+05   1.5694E+07   1.2929E+10
   4.5000E-08   1.8000E+02   6.9176E+04   1.3352E+05   1.5694E+07   1.2927E+10
   4.5400E-08   1.8000E+02   6.9759E+04   1.3352E+05   1.5694E+07   1.2926E+10
   4.5800E-08   1.8000E+02   7.0341E+04   1.3352E+05   1.5695E+07   1.2926E+10
   4.6200E-08   1.8000E+02   7.0924E+04   1.3352E+05   1.5695E+07   1.2925E+10
   4.6600E-08   1.8000E+02   7.1492E+04   1.3351E+05   1.5695E+07   1.2923E+10
   4.7000E-08   1.8000E+02   7.2055E+04   1.3351E+05   1.5695E+07   1.2922E+10
   4.7400E-08   1.8000E+02   7.2617E+04   1.3351E+05   1.5696E+07   1.2921E+10
   4.7800E-08   1.8000E+02   7.3180E+04   1.3351E+05   1.5696E+07   1.2920E+10
   4.8200E-08   1.8000E+02   7.3730E+04   1.3350E+05   1.5696E+07   1.2919E+10
   4.8600E-08   1.8000E+02   7.4271E+04   1.3350E+05   1.5696E+07   1.2918E+10
   4.9000E-08   1.8000E+02   7.4812E+04   1.3350E+05   1.5697E+07   1.2917E+10
   4.9400E-08   1.8000E+02   7.5353E+04   1.3350E+05   1.5697E+07   1.2916E+10
   4.9800E-08   1.8000E+02   7.5890E+04   1.3350E+05   1.5697E+07   1.2915E+10
   5.0200E-08   1.8000E+02   7.6409E+04   1.3350E+05   1.5698E+07   1.2914E+10
   5.0600E-08   1.8000E+02   7.6928E+04   1.3350E+05   1.5698E+07   1.2913E+10
   5.1000E-08   1.8000E+02   7.7447E+04   1.3350E+05   1.5699E+07   1.2913E+10
   5.1400E-08   1.8000E+02   7.7966E+04   1.3350E+05   1.5699E+07   1.2912E+10
   5.1800E-08   1.8000E+02   7.8485E+04   1.3350E+05   1.5700E+07   1.2911E+10
   5.2200E-08   1.8000E+02   7.9002E+04   1.3350E+05   1.5700E+07   1.2910E+10
   5.2600E-08   1.8000E+02   7.9493E+04   1.3350E+05   1.5700E+07   1.2909E+10
   5.3000E-08   1.8000E+02   7.9983E+04   1.3350E+05   1.5701E+07   1.2909E+10
   5.3400E-08   1.8000E+02   8.0473E+04   1.3350E+05   1.5701E+07   1.2908E+10
   5.3800E-08   1.8000E+02   8.0963E+04   1.3350E+05   1.5702E+07   1.2907E+10
   5.4200E-08   1.8000E+02   8.1454E+04   1.3350E+05   1.5702E+07   1.2907E+10
   5.4600E-08   1.8000E+02   8.1936E+04   1.3350E+05   1.5703E+07   1.2906E+10
   5.5000E-08   1.8000E+02   8.2402E+04   1.3350E+05   1.5703E+07   1.2906E+10
   5.5400E-08   1.8000E+02   8.2868E+04   1.3350E+05   1.5703E+07   1.2905E+10
   5.5800E-08   1.8000E+02   8.3334E+04   1.3350E+05   1.5704E+07   1.2904E+10
   5.6200E-08   1.8000E+02   8.3800E+04   1.3350E+05   1.5704E+07   1.2904E+10
   5.6600E-08   1.8000E+02   8.4266E+04   1.3350E+05   1.5705E+07   1.2903E+10
   5.7000E-08   1.8000E+02   8.4712E+04   1.3351E+05   1.5706E+07   1.2903E+10
   5.7400E-08   1.8000E+02   8.5154E+04   1.3351E+05   1.5706E+07   1.2902E+10
   5.7800E-08   1.8000E+02   8.5595E+04   1.3351E+05   1.5706E+07   1.2902E+10
   5.8200E-08   1.8000E+02   8.6036E+04   1.3351E+05   1.5707E+07   1.2901E+10
   5.8600E-08   1.8000E+02   8.6478E+04   1.3351E+05   1.5707E+07   1.2901E+10
   5.9000E-08   1.8000E+02   8.6919E+04   1.3351E+05   1.5708E+07   1.2900E+10
   5.9400E-08   1.8000E+02   8.7361E+04   1.3351E+05   1.5708E+07   1.2899E+10
   5.9800E-08   1.8000E+02   8.7793E+04   1.3352E+05   1.5709E+07   1.2900E+10
