,Time [s],H,H2,O,O2,OH,H2O,N2,HO2,H2O2,AR,HE,CO,CO2,CH2O,HCO,HOCHO,OCHO,HOCH2O,CH3OH,CH2OH,CH3O,CH3O2H,CH3O2,CH4,CH3,CH2,CH2(S),C,CH,HOCO,HCOH,C2H6,C2H5,C2H4,C2H3,C2H2,C2H,CH3CHO,CH3CO,CH2CHO,CH2CO,HCCO,H2CC,C2O,HCCOH,CH3CO3H,CH3CO3,CH3CO2,C2H5OH,C2H5O,CH2CH2OH,CH3CHOH,O2C2H4OH,C2H5O2H,C2H5O2,C2H4O2H,C2H4O(1),C2H3O(2),CH2CHOH,CH3OCHO,CH2OCHO,CH3OCO,C2H5OCHO,C2H5OCO,CH2CH2OCHO,CH3CHOCHO,OH*,CH*,KR,CH4^+,CH3^+,CH2^+,O2(A1),O2(B1),O2(4.5EV),O(1D),O(1S),O2^+,O^+,O3,HE(SINGLET),HE^+,E
63,6.3e-09,1.5513820885430496e+21,2.18055715e+20,1.2171650031370962e+22,-1.5139792948368765e+22,6.2034e+19,0.0,0.0,1.4945999999999998e-09,0.0,0.0,-1.574456081071053e+21,0.0,0.0,4.1173e+18,0.0,0.0,0.0,0.0,0.0,1.6469e+19,0.0,0.0,0.0,-3.0706869350000005e+21,1.1551195e+20,5.3504045e+19,0.0,5.3466e+19,5.3498813543049994e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34621799e+21,1.427860235e+21,4.160145695e+16,7.401284587119195e+20,2.2809665653300226e+20,4.1124839063369993e+20,9.10941022310549e+21,1.0757721872499035e+20,2.985926331307909e+21,7.752507309556772e+19,1125355824192646.4,9.723293605944889e+20,6.021267204765642e+20,6.439697951336989e+21
64,6.4e-09,2.03169211193136e+21,2.85565454e+20,1.5940092274719668e+22,-1.982723296461218e+22,8.1239e+19,0.0,0.0,1.9574e-09,0.0,0.0,-2.0618485484950947e+21,0.0,0.0,5.392e+18,0.0,0.0,0.0,0.0,0.0,2.1568e+19,0.0,0.0,0.0,-4.021325564e+21,1.51278495e+20,7.0084249000000004e+19,0.0,7.0019e+19,7.006197293136e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76297522e+21,1.869892146e+21,5.448106864e+16,9.692678346639784e+20,2.9870867334606664e+20,5.3857359194730004e+20,1.1929947839589924e+22,1.4087651727863348e+20,3.9103617327174674e+21,1.0152221096364748e+20,1473774290106972.5,1.2733027133842396e+21,7.885458351108557e+20,8.43335162586061e+21
65,6.5e-09,2.6608115695973003e+21,3.73977026e+20,2.0874271300910462e+22,-2.5964771294530306e+22,1.0639e+20,0.0,0.0,2.5635999999999997e-09,0.0,0.0,-2.7002318998473975e+21,0.0,0.0,7.0614e+18,0.0,0.0,0.0,0.0,0.0,2.8245e+19,0.0,0.0,0.0,-5.266460006e+21,1.98122149e+20,9.1808904e+19,0.0,9.1697e+19,9.17532775973e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3088435919999997e+21,2.448857335e+21,7.13484027e+16,1.2693352866779882e+21,3.911949896328478e+20,7.053156238488e+20,1.5622617224030798e+22,1.844957130308216e+20,5.120900925935515e+21,1.329625087303672e+20,1930055959092328.5,1.6675264396274977e+21,1.0327054602198995e+21,1.1044341170288483e+22
66,6.6e-09,3.4846484907395e+21,4.89774639e+20,2.733773243049438e+22,-3.400419441818471e+22,1.3933e+20,0.0,0.0,3.3575e-09,0.0,0.0,-3.536221597245209e+21,0.0,0.0,9.2475e+18,0.0,0.0,0.0,0.0,0.0,3.699e+19,0.0,0.0,0.0,-6.896906639000002e+21,2.59480283e+20,1.20281923e+20,0.0,1.2009e+20,1.2016370173950001e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0235991339999995e+21,3.20696066e+21,9.34372605e+16,1.6623344131982125e+21,5.123004948843771e+20,9.236673252645e+20,2.0460087184427667e+22,2.416148553900513e+20,6.706325391932299e+21,1.7412403266773225e+20,2527610274177257.5,2.1837867939549982e+21,1.3524348032902106e+21,1.4463537459150738e+22
67,6.7000000000000004e-09,4.5635249606983995e+21,6.41368886e+20,3.5800100684000836e+22,-4.453030799905799e+22,1.8246e+20,0.0,0.0,4.397499999999999e-09,0.0,0.0,-4.630998000931014e+21,0.0,0.0,1.211e+19,0.0,0.0,0.0,0.0,0.0,4.8442e+19,0.0,0.0,0.0,-9.031992986e+21,3.3982339e+20,1.5758916e+20,0.0,1.5726e+20,1.5735652069839998e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95958482e+21,4.19970473e+21,1.223653016e+17,2.176918925194353e+21,6.708942106013507e+20,1.2095893099014004e+21,2.6793357693394384e+22,3.164140683141165e+20,8.78244119360484e+21,2.2803434343244366e+20,3310123418180122.0,2.859887323773288e+21,1.7711106771577274e+21,1.8940998129496606e+22
68,6.8000000000000005e-09,5.976557928057898e+21,8.3994665e+20,4.688297033034225e+22,-5.831588570250367e+22,2.3895e+20,0.0,0.0,5.759600000000001e-09,0.0,0.0,-6.06463344974137e+21,0.0,0.0,1.586e+19,0.0,0.0,0.0,0.0,0.0,6.3439e+19,0.0,0.0,0.0,-1.1828202150000002e+22,4.4507731e+20,2.0651450000000002e+20,0.0,2.0595e+20,2.060764080579e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18533848e+21,5.499786209999999e+21,1.602419421e+17,2.8508463105985814e+21,8.785859588986875e+20,1.5840692735100996e+21,3.5087859248294095e+22,4.143736134595567e+20,1.1501336314743882e+22,2.986304927594456e+20,4334883156502043.5,3.745261945926645e+21,2.3193715038147227e+21,2.480462324326015e+22
69,6.9e-09,7.827072143818998e+21,1.09994439e+21,6.1396192231362755e+22,-7.636765909570405e+22,3.1293e+20,0.0,0.0,7.5441e-09,0.0,0.0,-7.942238169619515e+21,0.0,0.0,2.0769e+19,0.0,0.0,0.0,0.0,0.0,8.3077e+19,0.0,0.0,0.0,-1.548982979e+22,5.8293409e+20,2.7066812e+20,0.0,2.697e+20,2.69865543819e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.790416919999999e+21,7.202189269999999e+21,2.09846181e+17,3.733291611290292e+21,1.1505531939973949e+21,2.0744811195779e+21,4.595001275088426e+22,5.4264400496815433e+20,1.5060967686921e+22,3.9108895004847636e+20,5676857101479401.0,4.904760648538259e+21,3.0374775210812543e+21,3.2482350194231723e+22
70,7e-09,1.0250712893700002e+22,1.4404506e+21,8.04000056774054e+22,-1.0000630755406223e+23,4.0979e+20,0.0,0.0,9.8818e-09,0.0,0.0,-1.0400864656751027e+22,0.0,0.0,2.7199e+19,0.0,0.0,0.0,0.0,0.0,1.088e+20,0.0,0.0,0.0,-2.0284971399999996e+22,7.635015e+20,3.548503e+20,0.0,3.5319e+20,3.534067937e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.892274999999999e+21,9.431474000000001e+21,2.748063e+17,4.888953119314272e+21,1.506736194548909e+21,2.716503717185e+21,6.017258802469884e+22,7.106162131035788e+20,1.9723526046312705e+22,5.121557355143402e+20,7434226853428372.0,6.423093763021896e+21,3.977770893729126e+21,4.253747648185618e+22
71,7.1e-09,1.3426737470645002e+22,1.88654179e+21,1.052844230151507e+23,-1.309615220839137e+23,5.3665e+20,0.0,0.0,1.2945e-08,0.0,0.0,-1.3623836360623744e+22,0.0,0.0,3.5618e+19,0.0,0.0,0.0,0.0,0.0,1.4247e+20,0.0,0.0,0.0,-2.656785399e+22,1.00011435e+21,4.6541735e+20,0.0,4.6257e+20,4.62853920645e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1646196e+22,1.23522545e+22,3.59869355e+17,6.401859538630715e+21,1.9729413604063883e+21,3.557009487082e+21,7.879690138202277e+22,9.306720091012777e+20,2.5830971541525927e+22,6.707166996652571e+20,9735532461413648.0,8.413048827749005e+21,5.210787532874746e+21,5.571128614342092e+22
72,7.2e-09,1.7585982739706e+22,2.47064612e+21,1.3787253792182783e+23,-1.7150053069907335e+23,7.0275e+20,0.0,0.0,1.6958e-08,0.0,0.0,-1.7842911867837415e+22,0.0,0.0,4.6643e+19,0.0,0.0,0.0,0.0,0.0,1.8657e+20,0.0,0.0,0.0,-3.4794170820000005e+22,1.3100738000000002e+21,6.106732e+20,0.0,6.0579e+20,6.06161839706e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5251627e+22,1.61761607e+22,4.71280294e+17,8.383379161799408e+21,2.5836732466721524e+21,4.6579623286580005e+21,1.0318874201249134e+23,1.218814582852761e+21,3.382826397245404e+22,8.784082144664128e+20,1.2749113709229444e+16,1.1018283238432648e+22,6.824628629404769e+21,7.295955979661922e+22
73,7.3e-09,2.3034379299550002e+22,3.2356231700000004e+21,1.8054612758388573e+23,-2.2458468794106648e+23,9.2026e+20,0.0,0.0,2.2219000000000002e-08,0.0,0.0,-2.336937459264684e+22,0.0,0.0,6.1079e+19,0.0,0.0,0.0,0.0,0.0,2.4432e+20,0.0,0.0,0.0,-4.556758777e+22,1.7162505999999998e+21,8.017348999999999e+20,0.0,7.9336e+20,7.9384699955e+20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9972907199999995e+22,2.1183471900000002e+22,6.1717045e+17,1.0977732452911327e+22,3.383337194830131e+21,6.099414721047e+21,1.3512696602728056e+23,1.5961395978528752e+21,4.430150310426861e+22,1.1504586426532131e+21,1.669478212722062e+16,1.443028008048184e+22,8.939094512165009e+21,9.554805252953682e+22
74,7.4e-09,3.0173404935020003e+22,4.2374290499999996e+21,2.364198574383171e+23,-2.9409149373718177e+23,1.2051e+21,0.0,0.0,2.9116e-08,0.0,0.0,-3.060740169010828e+22,0.0,0.0,7.9983e+19,0.0,0.0,0.0,0.0,0.0,3.1993e+20,0.0,0.0,0.0,-5.967950474999999e+22,2.2486116000000002e+21,1.0533633000000001e+21,0.0,1.039e+21,1.03963783502e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6156571899999996e+22,2.77415989e+22,8.0821498e+17,1.4374907900517803e+22,4.4302922301427265e+21,7.986804661424999e+21,1.769457432329075e+23,2.0902870147063556e+21,5.8015635117924795e+22,1.506741380483212e+21,2.186264290353528e+16,1.88997989482491e+22,1.170760274185918e+22,1.2512895825524714e+23
75,7.5e-09,3.952566061160999e+22,5.54943376e+21,3.095799958335331e+23,-3.851044136021314e+23,1.578e+21,0.0,0.0,3.8161e-08,0.0,0.0,-4.00907679907513e+22,0.0,0.0,1.0474e+20,0.0,0.0,0.0,0.0,0.0,4.1894e+20,0.0,0.0,0.0,-7.815853076e+22,2.9464374e+21,1.3853334000000002e+21,0.0,1.3607e+21,1.3615354116100003e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42523052e+22,3.6327481e+22,1.05834839e+18,1.882368126490504e+22,5.80109551414849e+21,1.0457850787490997e+22,2.3170227749517998e+23,2.7373742453837503e+21,7.597437448387534e+22,1.9734096432117244e+21,2.862870479236948e+16,2.4754458707970323e+22,1.5336309282780968e+22,1.6386493795825804e+23
76,7.6e-09,5.1781869203000006e+22,7.268020099999999e+21,4.053691841566902e+23,-5.042728791392515e+23,2.0663e+21,0.0,0.0,5.0029000000000004e-08,0.0,0.0,-5.251171793447784e+22,0.0,0.0,1.3714e+20,0.0,0.0,0.0,0.0,0.0,5.4858e+20,0.0,0.0,0.0,-1.023622371e+23,3.86167e+21,1.824346e+21,0.0,1.7821e+21,1.783194203e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.485358799999999e+22,4.7570233000000005e+22,1.385897e+18,2.464654687251664e+22,7.595827402398028e+21,1.3692946754726999e+22,3.0340057731393985e+23,3.5848315763892814e+21,9.949189679756346e+22,2.5845971141550004e+21,3.748763944256057e+16,3.2422657140921345e+22,2.0089060793556494e+22,2.14590761602275e+23
77,7.7e-09,6.78467232341e+22,9.518418100000001e+21,5.307619962103404e+23,-6.602796054768883e+23,2.7056e+21,0.0,0.0,6.561e-08,0.0,0.0,-6.878608431041902e+22,0.0,0.0,1.7957e+20,0.0,0.0,0.0,0.0,0.0,7.183e+20,0.0,0.0,0.0,-1.3406465110000002e+23,5.062257e+21,2.406348e+21,0.0,2.3339e+21,2.3353332341e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.873559100000001e+22,6.2291537e+22,1.8148659e+18,3.227014575678206e+22,9.94510880283398e+21,1.7926452984040003e+22,3.972579068785825e+23,4.69451154165162e+21,1.3028624461027457e+23,3.3852747540581586e+21,4.908709401788444e+16,4.246850517816649e+22,2.6317579132252524e+22,2.810180413624853e+23
78,7.8e-09,8.89086414734e+22,1.2465773800000003e+22,6.948992030252189e+23,-8.645019930383582e+23,3.5425e+21,0.0,0.0,8.608e-08,0.0,0.0,-9.01113689268523e+22,0.0,0.0,2.3512e+20,0.0,0.0,0.0,0.0,0.0,9.4047e+20,0.0,0.0,0.0,-1.7558930580000002e+23,6.638125999999999e+21,3.1808410000000004e+21,0.0,3.0566e+21,3.0584774734e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.691170900000001e+22,8.1565586e+22,2.3763266e+18,4.224731845921309e+22,1.3019619240571876e+22,2.3467187239708994e+22,5.201194309041411e+23,6.147704951768479e+21,1.70608566357728e+23,4.4339817847112304e+21,6.4272144361103896e+16,5.5630701730888e+22,3.4480667195964343e+22,3.6800288666500355e+23
79,7.9e-09,1.1653327054099999e+23,1.6325791000000001e+22,9.097066912426365e+23,-1.1318031786395874e+24,4.6379e+21,0.0,0.0,1.13e-07,0.0,0.0,-1.1805619028913212e+23,0.0,0.0,3.0782e+20,0.0,0.0,0.0,0.0,0.0,1.2313e+21,0.0,0.0,0.0,-2.2998595499999998e+23,8.707924e+21,4.2161540000000005e+21,0.0,4.0031e+21,4.005559541e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0071070700000002e+23,1.06800279e+23,3.111459e+18,5.530415672916498e+22,1.7043679728230105e+22,3.0716909137080005e+22,6.809225310599845e+23,8.050468374145948e+21,2.2340596129941935e+23,5.807980364036919e+21,8.41501941177832e+16,7.2875234896669814e+22,4.518095539246231e+22,4.819089945149187e+23
80,8e-09,1.5277305641450002e+23,2.1381066200000003e+22,1.1907861471538829e+24,-1.4815940668260447e+24,6.0714e+21,0.0,0.0,1.4845e-07,0.0,0.0,-1.5468505518048282e+23,0.0,0.0,4.0297e+20,0.0,0.0,0.0,0.0,0.0,1.6119e+21,0.0,0.0,0.0,-3.0123283620000003e+23,1.142886e+22,5.60803e+21,0.0,5.2427e+21,5.2459224145e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31861266e+23,1.39827114e+23,4.0737855e+18,7.238708044707247e+22,2.230877491328344e+22,4.020030487981001e+22,8.913380611421872e+23,1.0542471581707316e+22,2.9251724116107633e+23,7.60805046774756e+21,1.1016802605700051e+17,9.54739769104432e+22,5.9211078270039605e+22,6.310288236843634e+23
81,8.1e-09,2.003393113409e+23,2.8002625400000003e+22,1.558487298525704e+24,-1.93924713908169e+24,7.9472e+21,0.0,0.0,1.9521e-07,0.0,0.0,-2.0271197210224038e+23,0.0,0.0,5.2747e+20,0.0,0.0,0.0,0.0,0.0,2.1099e+21,0.0,0.0,0.0,-3.945516144e+23,1.501037e+22,7.4928e+21,0.0,6.8664e+21,6.8706223409e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.726259e+23,1.8304281899999997e+23,5.3330591e+18,9.472894868436988e+22,2.919396923416453e+22,5.259996455406999e+22,1.1666211340090641e+24,1.3804078796241086e+22,3.829921218786455e+23,9.966755490704577e+21,1.442130560032727e+17,1.2509669129563328e+23,7.76152808066071e+22,8.26248210235057e+23
82,8.199999999999999e-09,2.6284311152900005e+23,3.66744345e+22,2.0393202200241213e+24,-2.537817377653856e+24,1.0401e+22,0.0,0.0,2.5703e-07,0.0,0.0,-2.6569563354312333e+23,0.0,0.0,6.9032e+20,0.0,0.0,0.0,0.0,0.0,2.7613e+21,0.0,0.0,0.0,-5.168433685e+23,1.973127e+22,1.006685e+22,0.0,8.9929e+21,8.998433529e+21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25990106e+23,2.39605208e+23,6.980971e+18,1.2393813806381828e+23,3.8196929344586155e+22,6.880634904369e+22,1.526629168908656e+24,1.807458734602756e+22,5.014085157911071e+23,1.3057728285898927e+22,1.88752200955758e+17,1.6392443717368872e+23,1.0177119636943461e+23,1.0818397354174408e+24
83,8.3e-09,3.45011283377e+23,4.803165999999999e+22,2.667902685561818e+24,-3.320482379040787e+24,1.3609e+22,0.0,0.0,3.3898000000000004e-07,0.0,0.0,-3.483350579133487e+23,0.0,0.0,9.0327e+20,0.0,0.0,0.0,0.0,0.0,3.6131e+21,0.0,0.0,0.0,-6.770368299999997e+23,2.596537e+22,1.3619069999999999e+22,0.0,1.1778e+22,1.1785253377e+22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9578921e+23,3.1357442000000004e+23,9.136623e+18,1.6210573269086873e+23,4.9960547958587715e+22,8.997275044486998e+22,1.9973486987663308e+24,2.366436712353295e+22,6.563676344398992e+23,1.710956451959558e+22,2.4701394835178e+17,2.148569982878141e+23,1.3347805962553473e+23,1.4163280252080293e+24
84,8.399999999999999e-09,4.531963802380001e+23,6.290706519999999e+22,3.488919298424286e+24,-4.3431002164767925e+24,1.7803e+22,0.0,0.0,4.4803e-07,0.0,0.0,-4.5680917853758726e+23,0.0,0.0,1.1816e+21,0.0,0.0,0.0,0.0,0.0,4.7264e+21,0.0,0.0,0.0,-8.869822851999998e+23,3.422036e+22,1.858146e+22,0.0,1.5426e+22,1.5435510237999999e+22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8709280999999993e+23,4.1030619e+23,1.1954962e+19,2.1195069992074782e+23,6.532206229664125e+22,1.1760024412538e+23,2.612257221659159e+24,3.098076575119952e+22,8.590814934352573e+23,2.242217805878343e+22,3.23168034155916e+17,2.8166249770923225e+23,1.751466808283549e+23,1.8540613072843957e+24
85,8.5e-09,5.95821603176e+23,8.2393213e+22,4.5607529552781097e+24,-5.678623989715739e+24,2.328e+22,0.0,0.0,5.9384e-07,0.0,0.0,-5.993302187064143e+23,0.0,0.0,1.5451e+21,0.0,0.0,0.0,0.0,0.0,6.1805e+21,0.0,0.0,0.0,-1.1621043229999998e+24,4.518389999999999e+22,2.5612099999999996e+22,0.0,2.0205e+22,2.0217473176e+22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0643907999999995e+23,5.3670553e+23,1.5639824e+19,2.769680995678549e+23,8.53613831716435e+22,1.5360861144008002e+23,3.4152350803290393e+24,4.055380753962831e+22,1.1242171542175874e+24,2.938877145867419e+22,4.22677232787665e+17,3.6935982362036347e+23,2.29970395086051e+23,2.4267365705863125e+24
86,8.6e-09,7.842049972100003e+23,1.07908419e+23,5.958394312888837e+24,-7.420813961241961e+24,3.0428e+22,0.0,0.0,7.9005e-07,0.0,0.0,-7.866333881063838e+23,0.0,0.0,2.0196e+21,0.0,0.0,0.0,0.0,0.0,8.0783e+21,0.0,0.0,0.0,-1.5226783790000007e+24,5.98015e+22,3.57257e+22,0.0,2.6463e+22,2.647936721e+22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.623420299999999e+23,7.0174843e+23,2.045179e+19,3.616942873434376e+23,1.1147409623456768e+23,2.0048025807645004e+23,4.462545781799335e+24,5.3074385496650195e+22,1.470630019809584e+24,3.852856157308596e+22,5.52599310734378e+17,4.845043908525587e+23,3.0212899725382495e+23,3.175398490426495e+24
87,8.7e-09,1.03365352838e+24,1.4131832e+23,7.778626510988339e+24,-9.69117595703059e+24,3.9748e+22,0.0,0.0,1.0562e-06,0.0,0.0,-1.0331522757622912e+24,0.0,0.0,2.6381e+21,0.0,0.0,0.0,0.0,0.0,1.0552e+22,0.0,0.0,0.0,-1.99536741e+24,7.93903e+22,5.0518300000000005e+22,0.0,3.4658e+22,3.4679488379999998e+22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6584535e+23,9.1705914e+23,2.673162e+19,4.7192722832562885e+23,1.4544745025635423e+23,2.614030846839e+23,5.827039079905454e+24,6.9443281365976e+22,1.923110567326441e+24,5.052611442447459e+22,7.2206409747045e+17,6.35849366102542e+23,3.9730290965974914e+23,4.1538708130306635e+24
